"Name_game","Publisher","Genre","Year_release","Score"
"South Park: The Stick of Truth","Ubisoft","Role-Playing",2014,9.1
"Sunset Overdrive","Microsoft Studios","Action",2014,8
"Super Smash Bros. for 3DS","Nintendo","Fighting",2014,8.4
"Super Smash Bros. for Wii U","Nintendo","Fighting",2014,9.2
"T.E.C. 3001","Bulkypix","Platform",2014,8
"Tenkai Knights: Brave Battle","Namco Bandai Games","Action",2014,4.5
"Teslagrad","Rain Games","Platform",2014,7
"The Evil Within","Bethesda Softworks","Action",2014,7.7
"The Evil Within","Bethesda Softworks","Misc",2014,7.9
"The Last of Us Remastered","Sony Computer Entertainment","Action-Adventure",2014,9.5
"The LEGO Movie Videogame","Warner Bros. Interactive Entertainment","Action-Adventure",2014,6
"The Sims 4","Electronic Arts","Simulation",2014,7
"The Vanishing of Ethan Carter","The Astronauts","Adventure",2014,8.7
"Tomodachi Life","Nintendo","Simulation",2014,7.8
"TowerFall Ascension","Matt Makes Games Inc.","Platform",2014,9
"Ultimate NES Remix","Nintendo","Action",2014,7
"Weapon Shop de Omasse","Level 5","Role-Playing",2014,5.6
"Wii Fit U","Nintendo","Misc",2014,7.2
"Wii Sports Club","Nintendo","Sports",2014,6.7
"Adventure Time: Explore the Dungeon Because I Don't Know!","D3Publisher","Action-Adventure",2013,2.8
"Animal Crossing: New Leaf","Nintendo","Simulation",2013,8.6
"Assassin's Creed IV: Black Flag","Ubisoft","Action",2013,8.3
"Assassin's Creed IV: Black Flag","Ubisoft","Action-Adventure",2013,8.7
"Attack of the Friday Monsters! A Tokyo Tale","Level 5","Action-Adventure",2013,7.8
"Batman: Arkham Origins Blackgate","Warner Bros. Interactive Entertainment","Action-Adventure",2013,7
"Battlefield 4","Electronic Arts","Shooter",2013,8.7
"BioShock Infinite","2K Games","Shooter",2013,9.5
"Brain Age: Concentration Training","Nintendo","Education",2013,7.5
"Brain Age: Concentration Training","Nintendo","Misc",2013,7.5
"Bugs vs. Tanks!","Level 5","Action",2013,7.5
"Call of Duty: Ghosts","Activision","Shooter",2013,8.8
"Call of Juarez: Gunslinger","Ubisoft","Shooter",2013,7.6
"Castlevania: Lords of Shadow - Mirror of Fate","Konami Digital Entertainment","Action-Adventure",2013,7.2
"Crysis 3","Electronic Arts","Shooter",2013,8.2
"Dead Island: Riptide","Deep Silver","Action",2013,6.6
"Dead Island: Riptide","Deep Silver","Misc",2013,5.6
"Dead or Alive 5 Plus","Tecmo Koei","Fighting",2013,8
"Desktop Dungeons","QCF Design","Role-Playing",2013,8.5
"Disney Infinity","Disney Interactive Studios","Action-Adventure",2013,7.6
"Donkey Kong Country Returns 3D","Nintendo","Platform",2013,8.6
"DuckTales: Remastered","Capcom","Platform",2013,8.6
"Etrian Odyssey IV: Legends of the Titan","Atlus","Role-Playing",2013,8.2
"Etrian Odyssey: Millennium Girl","Atlus","Role-Playing",2013,8.1
"Euro Truck Simulator 2","SCS Software","Simulation",2013,8.5
"Fire Emblem: Awakening","Nintendo","Role-Playing",2013,9
"Fist of the North Star: Ken's Rage 2","Tecmo Koei","Action",2013,5
"Football Manager 2014","Sega","Sports",2013,8.7
"Game & Wario","Nintendo","Party",2013,6.2
"Gone Home","The Fullbright Company","Adventure",2013,9.1
"Grand Theft Auto V","Rockstar Games","Action",2013,9.35
"Gunman Clive","Horberg Productions","Action",2013,8.4
"Hometown Story","Natsume","Simulation",2013,5.5
"Just Dance 2014","Ubisoft","Music",2013,7.8
"Killzone: Shadow Fall","Sony Computer Entertainment","Shooter",2013,9
"Knack","Sony Computer Entertainment","Platform",2013,8.4
"LEGO City Undercover","Nintendo","Action",2013,7.5
"LEGO City Undercover: The Chase Begins","Nintendo","Action",2013,6.2
"Luigi's Mansion: Dark Moon","Nintendo","Adventure",2013,8.6
"Madden NFL 25","EA Sports","Sports",2013,7.8
"Madden NFL 25","Electronic Arts","Sports",2013,7.5
"Mario & Luigi: Dream Team","Nintendo","Role-Playing",2013,8
"Mario & Sonic at the Sochi 2014 Olympic Winter Games","Nintendo","Sports",2013,5.9
"Mario Party: Island Tour","Nintendo","Party",2013,5.5
"Metal Gear Rising: Revengeance","Konami Digital Entertainment","Action",2013,9
"MLB 13: The Show","Sony Computer Entertainment","Sports",2013,8.5
"Monaco: What's Yours Is Mine","Pocketwatch Games","Misc",2013,8.9
"Monster Hunter 3 Ultimate","Capcom","Role-Playing",2013,8.7
"Monster Hunter 3G","Capcom","Role-Playing",2013,7.6
"Move Fitness","Sony Computer Entertainment","Sports",2013,5
"Naruto Powerful Shippuden","Namco Bandai Games","Action-Adventure",2013,8
"NCAA Football 14","EA Sports","Sports",2013,7.7
"New Super Luigi U","Nintendo","Action",2013,7.8
"Papers, Please","3909 LLC","Puzzle",2013,8.4
"Payday 2","505 Games","Shooter",2013,6.5
"Pikmin 3","Nintendo","Strategy",2013,8.7
"Pokemon Mystery Dungeon: Gates to Infinity","Nintendo","Role-Playing",2013,5.9
"Pokemon Rumble U","Nintendo","Action",2013,5.7
"Pokemon X/Y","Nintendo","Role-Playing",2013,9.3
"Pro Evolution Soccer 2014","Konami Digital Entertainment","Sports",2013,8.3
"Project X Zone","Namco Bandai Games","Role-Playing",2013,6.5
"Proteus","Twisted Tree","Adventure",2013,8
"Rayman Legends","Ubisoft","Platform",2013,9.5
"Resident Evil: Revelations","Capcom","Shooter",2013,7.5
"RESOGUN","Sony Computer Entertainment","Shooter",2013,8.4
"Rocksmith 2014","Ubisoft","Music",2013,9.1
"Samurai Gunn","Maxistentialism","Action",2013,8
"Shin Megami Tensei IV","Atlus","Role-Playing",2013,8.3
"Skylanders SWAP Force","Activision","Platform",2013,7.7
"Sonic Lost World","Sega","Platform",2013,6
"StarCraft II: Heart of the Swarm","Blizzard Entertainment","Strategy",2013,8.9
"SteamWorld Dig: A Fistful of Dirt","Image & Form Games","Platform",2013,8
"Super Mario 3D World","Nintendo","Platform",2013,9.5
"Terraria","505 Games","Action-Adventure",2013,7.8
"The Last of Us","Sony Computer Entertainment America","Action-Adventure",2013,9.5
"The Legend of Zelda: A Link Between Worlds","Nintendo","Adventure",2013,9.3
"The Legend of Zelda: The Wind Waker","Nintendo","Action-Adventure",2013,9.3
"The Starship Damrey","Level 5","Adventure",2013,5.4
"The Wonderful 101","Nintendo","Action",2013,8
"Tom Clancy's Splinter Cell: Blacklist","Ubisoft","Action-Adventure",2013,9.2
"Tomb Raider (2013)","Square Enix","Action",2013,8.9
"Total War: Rome II","Sega","Strategy",2013,8
"Wii Party U","Nintendo","Party",2013,6.6
"WWE 2K14","2K Sports","Fighting",2013,7.6
"A Virus Named TOM","Misfits Attic","Misc",2012,7
"Aero Porter","Level 5","Simulation",2012,7.2
"Art Academy: Lessons for Everyone!","Nintendo","Misc",2012,8
"Assassin's Creed III","Ubisoft","Action-Adventure",2012,8.8
"Asura's Wrath","Capcom","Action",2012,8.3
"Batman: Arkham City Armored Edition","Warner Bros. Interactive Entertainment","Action",2012,8.6
"Ben 10 Omniverse","D3Publisher","Action",2012,4
"Book of Spells","Sony Computer Entertainment","Misc",2012,6.5
"Call of Duty: Black Ops II","Activision","Shooter",2012,8.6
"Code of Princess","Atlus","Action-Adventure",2012,7.2
"Crimson Shroud","Level 5","Role-Playing",2012,7.9
"Crush3D","Sega","Platform",2012,6.5
"Darksiders II","THQ","Action-Adventure",2012,8.6
"Dead or Alive 5","Tecmo Koei","Fighting",2012,7.6
"Diablo III","Blizzard Entertainment","Role-Playing",2012,9
"Disney Epic Mickey 2: The Power of Two","Disney Interactive Studios","Platform",2012,5.9
"Epic Mickey: Power of Illusion","Disney Interactive Studios","Platform",2012,6.6
"ESPN: Sports Connection","Ubisoft","Sports",2012,3
"F1 2012","Codemasters","Racing",2012,8.8
"FIFA 13","EA Sports","Sports",2012,7
"FTL: Faster Than Light","Unknown","Misc",2012,8.6
"Funky Barn","505 Games","Simulation",2012,5
"Gungnir","Atlus","Role-Playing",2012,7.4
"Hard Reset","Kalypso Media","Shooter",2012,7.6
"Harvest Moon 3D: A New Beginning","Natsume","Simulation",2012,8.2
"Heroes of Ruin","Square Enix","Role-Playing",2012,6.6
"Hitman: Absolution","Square Enix","Action",2012,9
"Kid Icarus: Uprising","Nintendo","Action",2012,8
"Kingdom Hearts 3D: Dream Drop Distance","Square Enix","Role-Playing",2012,7.5
"Kirby's Dream Collection: Special Edition","Nintendo","Platform",2012,8
"Liberation Maiden","Level 5","Shooter",2012,7.4
"London 2012: The Official Video Game of the Olympic Games","Sega","Sports",2012,6.2
"Madden NFL 13","EA Sports","Sports",2012,8.3
"Mario Party 9","Nintendo","Party",2012,6.5
"Mario Tennis Open","Nintendo","Sports",2012,6.6
"Mark of the Ninja","Microsoft Studios","Action",2012,9.3
"Mass Effect 3","Electronic Arts","Role-Playing",2012,9.2
"Max Payne 3","Rockstar Games","Shooter",2012,9
"Metal Gear Solid: Snake Eater 3D","Konami","Action",2012,7.9
"Metal Gear Solid: Snake Eater 3D","Konami Digital Entertainment","Action-Adventure",2012,7.9
"NBA 2K13","2K Sports","Sports",2012,9.1
"NCAA Football 13","EA Sports","Sports",2012,7.5
"Need for Speed: Most Wanted (2012)","Electronic Arts","Racing",2012,8.4
"New Play Control! Pikmin 2","Nintendo","Strategy",2012,8.7
"New Super Mario Bros. 2","Nintendo","Platform",2012,7.5
"New Super Mario Bros. U","Nintendo","Platform",2012,8.4
"NHL 13","Electronic Arts","Sports",2012,8.3
"Ninja Gaiden 3: Razor's Edge","Nintendo","Action",2012,6.5
"Nintendo Land","Nintendo","Party",2012,7.8
"Nintendo Pocket Football Club","Nintendo","Sports",2012,7
"Pokemon Black 2 and White 2","Nintendo","Role-Playing",2012,8.15
"PokePark 2: Wonders Beyond","Nintendo","Action-Adventure",2012,6.5
"Professor Layton and the Mask of Miracle","Nintendo","Puzzle",2012,8.4
"Rabbids Land","Ubisoft","Party",2012,6.1
"Resident Evil: Revelations","Capcom","Action",2012,7.8
"Rhythm Thief & the Emperor's Treasure","Sega","Misc",2012,7.5
"Risen 2: Dark Waters","Deep Silver","Role-Playing",2012,6.6
"Scribblenauts: Unlimited","Warner Bros. Interactive Entertainment","Puzzle",2012,8.8
"Sing Party","Nintendo","Party",2012,6.8
"Sleeping Dogs","Square Enix","Action-Adventure",2012,8.5
"Sniper Elite V2","505 Games","Shooter",2012,7.4
"Sniper Elite V2","Rebellion Developments","Shooter",2012,6
"Sonic & Sega All-Stars Racing Transformed","Sega","Racing",2012,6.9
"Spirit Camera: The Cursed Memoir","Nintendo","Action-Adventure",2012,5.7
"Tales of Graces f","Namco Bandai","Role-Playing",2012,8
"Tales of the Abyss","Namco Bandai","Role-Playing",2012,7.3
"Tank! Tank! Tank!","Namco Bandai Games","Misc",2012,4.7
"Tekken 3D: Prime Edition","Namco Bandai","Fighting",2012,6.5
"Tekken Tag Tournament 2","Namco Bandai Games","Fighting",2012,8.1
"The Amazing Spider-Man (2012)","Activision","Action-Adventure",2012,7.3
"Theatrhythm: Final Fantasy","Square Enix","Misc",2012,7.8
"Trine 2: Director's Cut","Frozenbyte","Platform",2012,7.8
"Twisted Metal (2012)","Sony Computer Entertainment","Action",2012,7.9
"Uncharted: Golden Abyss","Sony Computer Entertainment","Action",2012,7.9
"XCOM: Enemy Unknown","2K Games","Sports",2012,8.8
"XCOM: Enemy Unknown","2K Games","Strategy",2012,9.1
"Xenoblade Chronicles","Nintendo","Role-Playing",2012,9.3
"Yakuza: Dead Souls","Sega","Shooter",2012,7
"Zero Escape: Virtue's Last Reward","Aksys Games","Visual Novel",2012,9
"ZombiU","Ubisoft","Action",2012,6.9
"1001 Blockbusters","SelectSoft","Puzzle",2011,7
"1950s Lawn Mower Kids","Unknown","Action",2011,4.5
"3D Classics: TwinBee","Nintendo","Action",2011,6
"3D Classics: Urban Champion","Nintendo","Fighting",2011,2.5
"3D Classics: Xevious","Nintendo","Shooter",2011,5.5
"A Game of Thrones: Genesis","Focus Home Interactive","Strategy",2011,4.9
"Ace Combat: Assault Horizon","Namco Bandai","Action",2011,7.5
"Ace Combat: Assault Horizon Legacy","Namco Bandai","Simulation",2011,7
"Adventures of Shuggy","Valcon Games","Platform",2011,8.3
"AfterZoom","Abylight","Puzzle",2011,7.5
"Age of Empires Online","Microsoft Game Studios","Strategy",2011,7
"Air Conflicts: Secret Wars","Kalypso","Simulation",2011,6
"Alice: Madness Returns","Electronic Arts","Adventure",2011,6.9
"Alien Zombie MegaDeath","PomPom","Shooter",2011,8.3
"Aliens: Infestation","Sega","Action",2011,8.5
"Angry Birds","Chillingo","Puzzle",2011,7.5
"Anno 2070","Ubisoft","Strategy",2011,8.7
"Anomaly: Warzone Earth","Unknown","Strategy",2011,7.9
"Ar tonelico Qoga: Knell of Ar Ciel","NIS America","Role-Playing",2011,7
"Arcana Heart 3","Aksys Games","Fighting",2011,7
"Asphalt 3D","Ubisoft","Racing",2011,4
"Assassin's Creed: Revelations","Ubisoft","Action",2011,8.8
"Atelier Totori: The Adventurer of Arland","NIS America","Role-Playing",2011,7.8
"Atom Zombie Smasher","Unknown","Strategy",2011,7.2
"Aya and the Cubes of Light","Unknown","Puzzle",2011,7
"Back to the Future: The Game - Episode V: OUTATIME","Telltale Games","Adventure",2011,7
"Backbreaker: Vengeance","505 Games","Sports",2011,6
"Bangai-O HD: Missile Fury","D3 Publisher","Shooter",2011,7.9
"Bastion","Warner Bros. Interactive Entertainment","Role-Playing",2011,9
"Batman: Arkham City","Warner Bros. Interactive","Action",2011,9.6
"Battle: Los Angeles","Konami","Shooter",2011,4.5
"Battlefield 3","Electronic Arts","Shooter",2011,8.9
"Bejeweled Blitz Live","PopCap Games","Puzzle",2011,7.2
"Beyond Good & Evil HD","Ubisoft","Adventure",2011,8.3
"Big Town Shoot Out","Performance Designed Products","Shooter",2011,6
"Bionic Commando Rearmed 2","Capcom","Platform",2011,6.7
"BIT.TRIP COMPLETE","Aksys Games","Misc",2011,8.1
"BIT.TRIP FLUX","Aksys Games","Misc",2011,8.2
"BIT.TRIP RUNNER","Gaijin Entertainment","Platform",2011,7
"BIT.TRIP SAGA","Aksys Games","Platform",2011,7.5
"BlazBlue: Continuum Shift II","Aksys Games","Fighting",2011,7.5
"Bleach: Soul Resurreccion","NIS America","Fighting",2011,6.7
"BloodRayne: Betrayal","Majesco","Shooter",2011,7.5
"Body and Brain Connection","Namco Bandai","Misc",2011,6
"Bodycount","Codemasters","Shooter",2011,4.9
"Boulder Dash-XL","Kalypso","Puzzle",2011,7.6
"Breach","Destineer","Shooter",2011,6.5
"Break Tactics","Agetec","Strategy",2011,4
"Brink","Bethesda Softworks","Shooter",2011,7.1
"Brink: Agents of Change","Bethesda Softworks","Shooter",2011,9
"Bugs'N'Balls","Nintendo","Action",2011,5
"Bulletstorm","Electronic Arts","Shooter",2011,8.7
"BurgerTime World Tour","Unknown","Platform",2011,5.8
"Burnout Crash!","Electronic Arts","Racing",2011,7
"Bust-A-Move Universe","Square Enix","Puzzle",2011,5.6
"Call of Duty: Black Ops - Annihilation","Activision","Shooter",2011,8
"Call of Duty: Black Ops - Escalation","Activision","Shooter",2011,8.3
"Call of Duty: Black Ops - First Strike","Activision","Shooter",2011,7.7
"Call of Duty: Modern Warfare 3","Activision","Shooter",2011,8.8
"Call of Juarez: The Cartel","Ubisoft","Shooter",2011,5.4
"Captain America: Super Soldier","Sega","Action",2011,6.2
"Cars 2","Disney Interactive Studios","Racing",2011,8
"Cartoon Network: Punch Time Explosion","Crave Entertainment","Fighting",2011,5.6
"Castlevania: Harmony of Despair","Konami","Adventure",2011,7.5
"Castlevania: Lords of Shadow - Reverie","Konami","Action",2011,7
"Catherine","Atlus","Puzzle",2011,7.9
"Cave Story 3D","NIS America","Platform",2011,8.2
"Chantelise","Unknown","Role-Playing",2011,5.2
"Chester","Microsoft","Platform",2011,6
"Child of Eden","Ubisoft","Shooter",2011,8.3
"Chime Super Deluxe","Unknown","Puzzle",2011,7.6
"Cities XL 2012","Focus Home Interactive","Strategy",2011,6
"Combat of Giants: Dinosaurs 3D","Ubisoft","Strategy",2011,4.3
"Conduit 2","Sega","Shooter",2011,6.3
"Costume Quest","Unknown","Role-Playing",2011,8
"Crazy Machines Elements","DTP Entertainment","Puzzle",2011,5
"Crimson Alliance","Microsoft","Role-Playing",2011,7.6
"Critical Mass","Unknown","Puzzle",2011,8.7
"Crysis 2","Electronic Arts","Shooter",2011,8.8
"Cthulhu Saves the World","Zeboyd Games","Role-Playing",2011,8
"Cubic Ninja","Ubisoft","Platform",2011,5.5
"Dance Central 2","Microsoft","Music",2011,8.6
"Dance Paradise","THQ","Misc",2011,7
"Dark Souls","Namco Bandai","Role-Playing",2011,9.1
"Darkspore","Electronic Arts","Role-Playing",2011,6.6
"DC Universe Online","Sony Online Entertainment","MMO",2011,7
"de Blob 2","THQ","Platform",2011,8.1
"Dead Block","Namco Bandai","Action",2011,4.5
"Dead Island","Deep Silver","Action",2011,7.1
"Dead or Alive: Dimensions","Tecmo Koei","Fighting",2011,7.8
"Dead Rising 2: Off the Record","Capcom","Action",2011,7.6
"Dead Space","Electronic Arts","Action",2011,8.9
"Dead Space 2","Electronic Arts","Shooter",2011,9.1
"Deadliest Warrior: Legends","Unknown","Fighting",2011,6.5
"Deca Sports Freedom","Hudson Entertainment","Sports",2011,3
"Defense of the Middle Kingdom","Aksys Games","Strategy",2011,8
"Deus Ex: Human Revolution","Square Enix","Shooter",2011,8.8
"Deus Ex: Human Revolution - The Missing Link","Square Enix","Action",2011,8
"Dino D-Day","Unknown","Shooter",2011,5.5
"DiRT 3","Codemasters","Racing",2011,9.1
"Disgaea 4: A Promise Unforgotten","NIS America","Role-Playing",2011,7.9
"Disney Universe","Disney Interactive Studios","Action",2011,7.4
"Dissidia 012: Duodecim Final Fantasy","Square Enix","Fighting",2011,8.3
"Divinity II: The Dragon Knight Saga","Atlus","Role-Playing",2011,7.5
"DotMan","Agetec","Action",2011,7.5
"Double Dragon","Aksys Games","Action",2011,5.5
"Dragon Age II","Electronic Arts","Role-Playing",2011,8
"Dragon Age II: Legacy","Electronic Arts","Role-Playing",2011,5.6
"Dragon Ball Z: Ultimate Tenkaichi","Namco Bandai","Fighting",2011,6
"Dragon Nest","Nexon America","Role-Playing",2011,8.5
"Dragon Quest Monsters: Joker 2","Nintendo","Role-Playing",2011,8.1
"Dragon Quest VI: Realms of Revelation","Nintendo","Role-Playing",2011,7.6
"Dream Trigger 3D","D3 Publisher","Shooter",2011,5.7
"Dreamcast Collection","Sega","Misc",2011,5.3
"Driver: Renegade","Ubisoft","Racing",2011,3.5
"Driver: San Francisco","Ubisoft","Racing",2011,8.3
"Ducati World Championship","Unknown","Racing",2011,3
"Duke Nukem Forever","2K Games","Shooter",2011,4.6
"Dungeon Defenders","D3 Publisher","Role-Playing",2011,7.3
"Dungeon Defenders","Trendy Entertainment","Role-Playing",2011,8.3
"Dungeon Defenders","Unknown","Role-Playing",2011,8.3
"Dungeon Hunter: Alliance","Gameloft","Role-Playing",2011,6.7
"Dungeon Siege III","Square Enix","Role-Playing",2011,7.3
"Dungeons","Kalypso","Strategy",2011,6.5
"Dungeons & Dragons: Daggerdale","Atari","Role-Playing",2011,6
"Dungeons of Dredmor","Unknown","Role-Playing",2011,8
"Dynasty Warriors 7","Tecmo Koei","Action",2011,5.9
"Dynasty Warriors: Gundam 3","Tecmo Koei","Action",2011,6.5
"Earth Defense Force: Insect Armageddon","D3 Publisher","Shooter",2011,6.7
"El Shaddai: Ascension of the Metatron","Ignition Entertainment","Action",2011,8
"Elevator Action Deluxe","Square Enix","Platform",2011,4
"escapeVektor: Chapter 1","Unknown","Action",2011,9
"Everybody Dance","Sony Computer Entertainment","Music",2011,6.5
"Explodemon!","Unknown","Platform",2011,5.9
"F.E.A.R. 3","Warner Bros. Interactive","Shooter",2011,7.8
"F1 2011","Codemasters","Racing",2011,8.5
"Fable III: Traitor's Keep Quest Pack","Microsoft Game Studios","Role-Playing",2011,7.4
"Fallout: New Vegas - Lonesome Road","Bethesda Softworks","Role-Playing",2011,5.8
"Fallout: New Vegas - Old World Blues","Bethesda Softworks","Role-Playing",2011,8.7
"Farm Frenzy","Alawar Entertainment","Simulation",2011,4
"FAST - Racing League","Shin'en","Racing",2011,6
"Fate of the World","Unknown","Strategy",2011,8
"Faxanadu","Hudson Soft","Role-Playing",2011,8.5
"FIFA Soccer 12","EA Sports","Sports",2011,9.2
"FIFA Street 2","EA Sports","Sports",2011,4.9
"Fight Night Champion","EA Sports","Fighting",2011,8.4
"Fight Night Champion","EA Sports","Sports",2011,8.2
"Fighting Fantasy: Talisman of Death","Sony Computer Entertainment","Role-Playing",2011,6
